0.00	709.82	349.77	6.30E-03	298.9	0.0
0.00	710.37	347.56	8.93E-03	299.1	0.0
0.00	710.64	345.90	8.84E-03	299.5	0.0
0.00	710.92	345.35	6.33E-03	299.5	0.0
0.00	710.37	345.07	6.79E-03	299.4	0.0
0.00	709.82	345.07	6.37E-03	299.4	0.0
0.00	709.54	345.90	8.14E-03	299.5	0.0
0.00	709.26	345.63	8.65E-03	299.7	0.0
0.00	709.26	345.63	8.11E-03	299.9	0.0
0.00	708.71	345.63	6.61E-03	300.1	0.0
0.00	708.16	345.63	4.43E-03	299.8	0.0
0.00	708.44	345.07	5.09E-03	299.6	0.0
0.00	707.88	344.25	7.09E-03	299.7	0.0
0.00	707.06	345.63	8.39E-03	300.0	0.0
0.00	707.06	343.69	6.43E-03	300.1	0.0
0.00	706.50	343.69	4.63E-03	299.8	0.0
0.00	705.68	344.25	5.51E-03	299.6	0.0
0.00	705.68	343.97	8.28E-03	299.7	0.0
0.00	706.23	342.04	8.48E-03	299.9	0.0
0.00	706.23	341.48	8.36E-03	300.3	0.0
0.00	706.78	341.48	8.44E-03	300.4	0.0
0.00	706.78	341.48	7.58E-03	300.5	0.0
0.00	706.78	340.93	7.49E-03	300.4	0.0
0.00	705.68	341.48	7.86E-03	300.3	0.0
0.00	706.23	342.04	6.23E-03	300.3	0.0
0.00	705.12	341.76	7.64E-03	300.2	0.0
0.00	705.40	341.21	5.57E-03	300.1	0.0
0.00	704.85	340.66	4.25E-03	299.8	0.0
0.00	704.85	340.66	5.30E-03	299.5	0.0
0.00	704.02	339.55	5.46E-03	299.5	0.0
0.00	703.19	339.55	2.89E-03	299.3	0.0
0.00	702.91	339.28	9.49E-04	299.3	0.0
0.00	701.53	339.28	1.00E-14	299.3	0.0
0.00	700.71	339.00	1.00E-14	299.5	0.0
0.00	700.43	338.45	1.00E-14	299.8	0.0
0.00	700.15	338.72	1.00E-14	300.0	0.0
0.00	699.33	337.90	1.00E-14	300.1	0.0
0.00	699.33	337.34	1.00E-14	300.1	0.0
0.00	699.33	336.79	1.00E-14	300.1	0.0
0.00	698.22	336.79	1.00E-14	300.1	0.0
0.00	697.39	337.07	1.00E-14	300.0	0.0
0.00	696.57	337.90	1.00E-14	300.0	0.0
0.00	695.46	339.28	1.00E-14	300.0	0.0
0.00	694.91	340.10	1.00E-14	299.9	0.0
0.00	694.63	340.66	1.00E-14	299.8	0.0
0.00	694.63	340.93	1.00E-14	299.7	0.0
0.00	694.63	340.93	1.00E-14	299.6	0.0
0.00	695.18	340.38	1.00E-14	299.6	0.0
0.00	695.46	339.83	1.00E-14	299.4	0.0
0.00	694.91	339.00	1.00E-14	299.4	0.0
